file,contract,code,label,graph
0x7982a79ee90eb3682dcee66e47ba79c1cba44062.sol,BreedingClockAuction,"contract BreedingClockAuction is ClockAuction { bool public isBreedingClockAuction = true; constructor(address _nftAddr, uint256 _cut) public ClockAuction(_nftAddr, _cut) {}",1,"subgraph cluster_2177_BreedingClockAuction {
label=""BreedingClockAuction"";
""2177_createAuction"" [label=""createAuction""];
""2177_constructor"" [label=""constructor""];
""2177_isBreedingClockAuction"" [label=""isBreedingClockAuction""];
""2177_getCurrentPrice"" [label=""getCurrentPrice""];
""2177_bid"" [label=""bid""];
""2177_getCurrentPrice"" -> ""2177__currentPrice"";
""2177_getCurrentPrice"" -> ""2177__isOnAuction"";
""2177_bid"" -> ""2177__transfer"";
""2177_constructor"" -> ""2177_constructor"";
""2177_bid"" -> ""2177__bid"";
""2177_createAuction"" -> ""2177__escrow"";
""2177_createAuction"" -> ""2177__addAuction"";
}
"
0xd95f7070c4d4abb344f79bb48ee22e751901d8df.sol,SingularDTVLaunch,"contract SingularDTVLaunch { string public version = ; event Contributed(address indexed contributor, uint contribution, uint tokens); AbstractSingularDTVToken public singularDTVToken; address public workshop; address public SingularDTVWorkshop = 0xc78310231aA53bD3D0FEA2F8c705C67730929D8f; uint public SingularDTVWorkshopFee; uint public CAP; uint public DURATION; uint public TOKEN_TARGET; enum Stages { Deployed, GoingAndGoalNotReached, EndedAndGoalNotReached, GoingAndGoalReached, EndedAndGoalReached }",1,"subgraph cluster_745_SingularDTVLaunch {
label=""SingularDTVLaunch"";
""745_start"" [label=""start""];
""745_updateStage"" [label=""updateStage""];
""745_changeValuePerToken"" [label=""changeValuePerToken""];
""745_withdrawContribution"" [label=""withdrawContribution""];
""745_checkInvariants"" [label=""checkInvariants""];
""745_fallback"" [label=""fallback""];
""745_withdrawUnsentTokensForOwner"" [label=""withdrawUnsentTokensForOwner""];
""745_fund"" [label=""fund""];
""745_withdrawForWorkshop"" [label=""withdrawForWorkshop""];
""745_SingularDTVLaunch"" [label=""SingularDTVLaunch""];
""745_emergencyCall"" [label=""emergencyCall""];
""745_withdrawContribution"" -> ""745_checkInvariants"";
""745_withdrawContribution"" -> ""745_atStage"";
""745_fallback"" -> ""745_withdrawContribution"";
""745_fund"" -> ""745_atStageOR"";
""745_fund"" -> ""745_checkInvariants"";
""745_withdrawUnsentTokensForOwner"" -> ""745_checkInvariants"";
""745_changeValuePerToken"" -> ""745_onlyOwner"";
""745_withdrawForWorkshop"" -> ""745_timedTransitions"";
""745_start"" -> ""745_onlyOwner"";
""745_start"" -> ""745_atStage"";
""745_fallback"" -> ""745_fund"";
""745_fund"" -> ""745_timedTransitions"";
""745_changeValuePerToken"" -> ""745_atStage"";
""745_withdrawUnsentTokensForOwner"" -> ""745_atStage"";
""745_withdrawContribution"" -> ""745_timedTransitions"";
""745_withdrawUnsentTokensForOwner"" -> ""745_timedTransitions"";
""745_withdrawForWorkshop"" -> ""745_checkInvariants"";
""745_withdrawForWorkshop"" -> ""745_atStage"";
""745_updateStage"" -> ""745_timedTransitions"";
""745_start"" -> ""745_checkInvariants"";
}
"
0x4c84949b55f21a376dba12e732958ede8b033b0e.sol,TokenVesting,contract TokenVesting { using SafeMath for uint256; struct VestingGrant { bool isGranted; address issuer; address beneficiary; uint256 grantJiffys; uint256 startTimestamp; uint256 cliffTimestamp; uint256 endTimestamp; bool isRevocable; uint256 releasedJiffys; },1,"subgraph cluster_591_TokenVesting {
label=""TokenVesting"";
""591_initialize"" [label=""initialize""];
""591_TokenVesting"" [label=""TokenVesting""];
""591_getGrantBalanceOf"" [label=""getGrantBalanceOf""];
""591_getGrantBeneficiaries"" [label=""getGrantBeneficiaries""];
""591_fallback"" [label=""fallback""];
""591_revoke"" [label=""revoke""];
""591_getGrantBalance"" [label=""getGrantBalance""];
""591_release"" [label=""release""];
""591_grant"" [label=""grant""];
""591_releaseFor"" [label=""releaseFor""];
""591_releaseFor"" -> ""591_requireIsOperational"";
""591_getGrantBalance"" -> ""591_getGrantBalanceOf"";
""591_grant"" -> ""591_releaseFor"";
""591_release"" -> ""591_releaseFor"";
""591_initialize"" -> ""591_grant"";
""591_revoke"" -> ""591_requireIsOperational"";
""591_grant"" -> ""591_requireIsOperational"";
}
"
0xecfe4b7afc47260cb590d3043d3f790a61bb7910.sol,EbyteDistribution,"contract EbyteDistribution { mapping (address => uint256) balances; mapping (address => bool) public blacklist; Token public ebyteToken; address public owner; uint256 public rate = 100000000; uint256 public percentage = 20; uint256 public ethBalance = 10000000000; uint256 public ebyteBalance = 100; bool public contractLocked = true; event sendTokens(address indexed to, uint256 value); event Locked(); event Unlocked(); function EbyteDistribution(address _tokenAddress, address _owner) { ebyteToken = Token(_tokenAddress); owner = _owner; }",1,"subgraph cluster_638_EbyteDistribution {
label=""EbyteDistribution"";
""638_getTokenBalance"" [label=""getTokenBalance""];
""638_setParameters"" [label=""setParameters""];
""638_disableWhitelist"" [label=""disableWhitelist""];
""638_unlockContract"" [label=""unlockContract""];
""638_withdraw"" [label=""withdraw""];
""638_transferOwnership"" [label=""transferOwnership""];
""638_distributeEbyteForEBYTE"" [label=""distributeEbyteForEBYTE""];
""638_EbyteDistribution"" [label=""EbyteDistribution""];
""638_lockContract"" [label=""lockContract""];
""638_distributeEbyteForETH"" [label=""distributeEbyteForETH""];
""638_withdrawForeignTokens"" [label=""withdrawForeignTokens""];
""638_enableWhitelist"" [label=""enableWhitelist""];
""638_distributeEbyte"" [label=""distributeEbyte""];
""638_distribution"" [label=""distribution""];
""638_fallback"" [label=""fallback""];
""638_getEthBalance"" [label=""getEthBalance""];
""638_tokensAvailable"" [label=""tokensAvailable""];
""638_balanceOf"" [label=""balanceOf""];
""638_withdraw"" -> ""638_onlyOwner"";
""638_fallback"" -> ""638_isUnlocked"";
""638_distributeEbyteForEBYTE"" -> ""638_getTokenBalance"";
""638_distributeEbyteForEBYTE"" -> ""638_onlyOwner"";
""638_withdrawForeignTokens"" -> ""638_onlyOwner"";
""638_fallback"" -> ""638_onlyWhitelist"";
""638_distribution"" -> ""638_distributeEbyteForEBYTE"";
""638_distribution"" -> ""638_onlyOwner"";
""638_enableWhitelist"" -> ""638_onlyOwner"";
""638_transferOwnership"" -> ""638_onlyOwner"";
""638_distribution"" -> ""638_distributeEbyteForETH"";
""638_unlockContract"" -> ""638_onlyOwner"";
""638_lockContract"" -> ""638_onlyOwner"";
""638_distributeEbyteForETH"" -> ""638_onlyOwner"";
""638_fallback"" -> ""638_getTokenBalance"";
""638_disableWhitelist"" -> ""638_onlyOwner"";
""638_distributeEbyte"" -> ""638_onlyOwner"";
""638_setParameters"" -> ""638_onlyOwner"";
""638_fallback"" -> ""638_getEthBalance"";
""638_distributeEbyteForETH"" -> ""638_getEthBalance"";
}
"
0x4bc78f6619991b029b867b6d88d39c196332aba3.sol,AlgoDEX,"contract AlgoDEX is SafeMath { address public admin; address public feeAccount; address public accountLevelsAddr; uint public feeMake; uint public feeTake; uint public feeRebate; mapping (address => mapping (address => uint)) public tokens; mapping (address => mapping (bytes32 => bool)) public orders; mapping (address => mapping (bytes32 => uint)) public orderFills; event Order(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user); event Cancel(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s); event Trade(address tokenGet, uint amountGet, address tokenGive, uint amountGive, address get, address give); event Deposit(address token, address user, uint amount, uint balance); event Withdraw(address token, address user, uint amount, uint balance); constructor (address admin_, address feeAccount_, address accountLevelsAddr_, uint feeMake_, uint feeTake_, uint feeRebate_) public { admin = admin_; feeAccount = feeAccount_; accountLevelsAddr = accountLevelsAddr_; feeMake = feeMake_; feeTake = feeTake_; feeRebate = feeRebate_; }",1,"subgraph cluster_1614_AlgoDEX {
label=""AlgoDEX"";
""1614_changeFeeTake"" [label=""changeFeeTake""];
""1614_changeFeeMake"" [label=""changeFeeMake""];
""1614_fallback"" [label=""fallback""];
""1614_cancelOrder"" [label=""cancelOrder""];
""1614_trade"" [label=""trade""];
""1614_deposit"" [label=""deposit""];
""1614_availableVolume"" [label=""availableVolume""];
""1614_changeFeeRebate"" [label=""changeFeeRebate""];
""1614_depositToken"" [label=""depositToken""];
""1614_order"" [label=""order""];
""1614_changeAccountLevelsAddr"" [label=""changeAccountLevelsAddr""];
""1614_balanceOf"" [label=""balanceOf""];
""1614_withdrawToken"" [label=""withdrawToken""];
""1614_changeAdmin"" [label=""changeAdmin""];
""1614_amountFilled"" [label=""amountFilled""];
""1614_withdraw"" [label=""withdraw""];
""1614_tradeBalances"" [label=""tradeBalances""];
""1614_constructor"" [label=""constructor""];
""1614_testTrade"" [label=""testTrade""];
""1614_changeFeeAccount"" [label=""changeFeeAccount""];
""1614_withdraw"" -> ""1614_safeSub"";
""1614_trade"" -> ""1614_tradeBalances"";
""1614_availableVolume"" -> ""1614_safeSub"";
""1614_depositToken"" -> ""1614_safeAdd"";
""1614_testTrade"" -> ""1614_availableVolume"";
""1614_withdrawToken"" -> ""1614_safeSub"";
""1614_deposit"" -> ""1614_safeAdd"";
""1614_tradeBalances"" -> ""1614_safeAdd"";
""1614_tradeBalances"" -> ""1614_safeSub"";
""1614_availableVolume"" -> ""1614_safeMul"";
""1614_trade"" -> ""1614_safeAdd"";
""1614_tradeBalances"" -> ""1614_safeMul"";
}
"
0x000000002bb43c83ece652d161ad0fa862129a2c.sol,AccountRegistry,"contract AccountRegistry is AccountRegistryInterface, TokenRescue { uint256 constant public registrationDeposit = 1 finney; uint256 constant public proposalCensorshipFee = 50 finney; address constant public burn = 0x000000003Ffc15cd9eA076d7ec40B8f516367Ca1; Vote public constant token = Vote(0x000000002647e16d9BaB9e46604D75591D289277); uint8 constant UNCONTACTED = 0; uint8 constant PROPOSER = 1; uint8 constant VOTER = 2; uint8 constant PENDING_PROPOSAL = 4; uint8 constant PROPOSAL = 8; uint8 constant PENDING_CABAL = 16; uint8 constant CABAL = 32; uint8 constant BOARD = 64; struct Account { uint256 lastAccess; uint8 membership; address appointer; address denouncer; address voucher; address devoucher; }",1,"subgraph cluster_103_AccountRegistryInterface {
label=""AccountRegistryInterface"";
""103_canVoteOnProposal"" [label=""canVoteOnProposal""];
}
"
0x46822ac3bc32db7ebd9845da3fe0886f824e9edf.sol,EBSCSale,"contract EBSCSale is Pausable { using SafeMath for uint256; address public beneficiary; uint public fundingGoal; uint public fundingCap; uint public minContribution; bool public fundingGoalReached = false; bool public fundingCapReached = false; bool public saleClosed = false; uint public startTime; uint public endTime; uint public amountRaised; uint public refundAmount; uint public rate = 6000; uint public constant LOW_RANGE_RATE = 500; uint public constant HIGH_RANGE_RATE = 20000; bool private rentrancy_lock = false; EBSCToken public tokenReward; mapping(address => uint256) public balanceOf; event GoalReached(address _beneficiary, uint _amountRaised); event CapReached(address _beneficiary, uint _amountRaised); event FundTransfer(address _backer, uint _amount, bool _isContribution); modifier beforeDeadline() { require (currentTime() < endTime); _; }",1,"subgraph cluster_1561_EBSCSale {
label=""EBSCSale"";
""1561_checkFundingCap"" [label=""checkFundingCap""];
""1561_checkFundingGoal"" [label=""checkFundingGoal""];
""1561_terminate"" [label=""terminate""];
""1561_ownerSafeWithdrawal"" [label=""ownerSafeWithdrawal""];
""1561_ownerAllocateTokens"" [label=""ownerAllocateTokens""];
""1561_convertToMiniEbsc"" [label=""convertToMiniEbsc""];
""1561_EBSCSale"" [label=""EBSCSale""];
""1561_changeStartTime"" [label=""changeStartTime""];
""1561_changeEndTime"" [label=""changeEndTime""];
""1561_fallback"" [label=""fallback""];
""1561_ownerUnlockFund"" [label=""ownerUnlockFund""];
""1561_safeWithdrawal"" [label=""safeWithdrawal""];
""1561_setRate"" [label=""setRate""];
""1561_currentTime"" [label=""currentTime""];
""1561_fallback"" -> ""1561_afterStartTime"";
""1561_changeStartTime"" -> ""1561_onlyOwner"";
""1561_ownerAllocateTokens"" -> ""1561_nonReentrant"";
""1561_fallback"" -> ""1561_nonReentrant"";
""1561_changeEndTime"" -> ""1561_onlyOwner"";
""1561_fallback"" -> ""1561_beforeDeadline"";
""1561_ownerUnlockFund"" -> ""1561_onlyOwner"";
""1561_terminate"" -> ""1561_onlyOwner"";
""1561_fallback"" -> ""1561_checkFundingCap"";
""1561_ownerUnlockFund"" -> ""1561_afterDeadline"";
""1561_fallback"" -> ""1561_whenNotPaused"";
""1561_safeWithdrawal"" -> ""1561_afterDeadline"";
""1561_fallback"" -> ""1561_checkFundingGoal"";
""1561_setRate"" -> ""1561_onlyOwner"";
""1561_EBSCSale"" -> ""1561_setRate"";
""1561_ownerAllocateTokens"" -> ""1561_checkFundingGoal"";
""1561_ownerAllocateTokens"" -> ""1561_onlyOwner"";
""1561_safeWithdrawal"" -> ""1561_nonReentrant"";
""1561_ownerSafeWithdrawal"" -> ""1561_onlyOwner"";
""1561_ownerSafeWithdrawal"" -> ""1561_nonReentrant"";
""1561_fallback"" -> ""1561_saleNotClosed"";
""1561_ownerAllocateTokens"" -> ""1561_checkFundingCap"";
}
"
0x335fe4a7ff2150d88f66b8cfd6eadbe0656e9ca9.sol,Exchange,contract Exchange { function assert(bool assertion) { if (!assertion) throw; },1,"subgraph cluster_2728_Exchange {
label=""Exchange"";
""2728_trade"" [label=""trade""];
""2728_getOwner"" [label=""getOwner""];
""2728_getMakerTakerBalances"" [label=""getMakerTakerBalances""];
""2728_setReserve"" [label=""setReserve""];
""2728_getInactivityReleasePeriod"" [label=""getInactivityReleasePeriod""];
""2728_setOwner"" [label=""setOwner""];
""2728_safeSub"" [label=""safeSub""];
""2728_safeAdd"" [label=""safeAdd""];
""2728_subBalance"" [label=""subBalance""];
""2728_fallback"" [label=""fallback""];
""2728_getReserve"" [label=""getReserve""];
""2728_min"" [label=""min""];
""2728_withdraw"" [label=""withdraw""];
""2728_setAdmin"" [label=""setAdmin""];
""2728_updateReserve"" [label=""updateReserve""];
""2728_deposit"" [label=""deposit""];
""2728_allowFuturesContractForUser"" [label=""allowFuturesContractForUser""];
""2728_setInactivityReleasePeriod"" [label=""setInactivityReleasePeriod""];
""2728_setFuturesContract"" [label=""setFuturesContract""];
""2728_availableBalanceOf"" [label=""availableBalanceOf""];
""2728_cancelOrder"" [label=""cancelOrder""];
""2728_updateBalance"" [label=""updateBalance""];
""2728_setBalance"" [label=""setBalance""];
""2728_safeMul"" [label=""safeMul""];
""2728_adminWithdraw"" [label=""adminWithdraw""];
""2728_batchAdminWithdraw"" [label=""batchAdminWithdraw""];
""2728_updateBalanceAndReserve"" [label=""updateBalanceAndReserve""];
""2728_userAllowFuturesContract"" [label=""userAllowFuturesContract""];
""2728_subBalanceAddReserve"" [label=""subBalanceAddReserve""];
""2728_futuresContractAllowed"" [label=""futuresContractAllowed""];
""2728_decodeBalanceAndReserve"" [label=""decodeBalanceAndReserve""];
""2728_Exchange"" [label=""Exchange""];
""2728_setFees"" [label=""setFees""];
""2728_allowFuturesContractForUserByFuturesContract"" [label=""allowFuturesContractForUserByFuturesContract""];
""2728_depositToken"" [label=""depositToken""];
""2728_subBalanceSubReserve"" [label=""subBalanceSubReserve""];
""2728_batchOrderTrade"" [label=""batchOrderTrade""];
""2728_assert"" [label=""assert""];
""2728_addBalanceSubReserve"" [label=""addBalanceSubReserve""];
""2728_addBalance"" [label=""addBalance""];
""2728_balanceOf"" [label=""balanceOf""];
""2728_subBalanceAddReserve"" -> ""2728_safeAdd"";
""2728_trade"" -> ""2728_min"";
""2728_setFuturesContract"" -> ""2728_onlyOwner"";
""2728_subBalanceAddReserve"" -> ""2728_onlyFuturesContract"";
""2728_trade"" -> ""2728_onlyAdmin"";
""2728_setBalance"" -> ""2728_updateBalance"";
""2728_adminWithdraw"" -> ""2728_balanceOf"";
""2728_subBalance"" -> ""2728_updateBalance"";
""2728_addBalanceSubReserve"" -> ""2728_safeAdd"";
""2728_subBalanceAddReserve"" -> ""2728_updateBalanceAndReserve"";
""2728_subBalanceAddReserve"" -> ""2728_getReserve"";
""2728_addBalance"" -> ""2728_updateBalance"";
""2728_subBalanceAddReserve"" -> ""2728_safeSub"";
""2728_adminWithdraw"" -> ""2728_addBalance"";
""2728_updateBalance"" -> ""2728_getReserve"";
""2728_setBalance"" -> ""2728_futuresContractAllowed"";
""2728_depositToken"" -> ""2728_addBalance"";
""2728_subBalance"" -> ""2728_safeSub"";
""2728_setAdmin"" -> ""2728_onlyOwner"";
""2728_trade"" -> ""2728_subBalance"";
""2728_trade"" -> ""2728_safeAdd"";
""2728_addBalanceSubReserve"" -> ""2728_getReserve"";
""2728_setFees"" -> ""2728_onlyOwner"";
""2728_addBalance"" -> ""2728_safeAdd"";
""2728_subBalanceSubReserve"" -> ""2728_balanceOf"";
""2728_addBalanceSubReserve"" -> ""2728_safeSub"";
""2728_addBalance"" -> ""2728_balanceOf"";
""2728_trade"" -> ""2728_addBalance"";
""2728_safeMul"" -> ""2728_assert"";
""2728_availableBalanceOf"" -> ""2728_safeSub"";
""2728_allowFuturesContractForUserByFuturesContract"" -> ""2728_onlyFuturesContract"";
""2728_subBalanceSubReserve"" -> ""2728_futuresContractAllowed"";
""2728_subBalance"" -> ""2728_availableBalanceOf"";
""2728_trade"" -> ""2728_safeSub"";
""2728_deposit"" -> ""2728_balanceOf"";
""2728_subBalance"" -> ""2728_balanceOf"";
""2728_setReserve"" -> ""2728_updateReserve"";
""2728_addBalanceSubReserve"" -> ""2728_onlyFuturesContract"";
""2728_withdraw"" -> ""2728_availableBalanceOf"";
""2728_updateReserve"" -> ""2728_balanceOf"";
""2728_setOwner"" -> ""2728_onlyOwner"";
""2728_adminWithdraw"" -> ""2728_subBalance"";
""2728_safeSub"" -> ""2728_assert"";
""2728_subBalanceSubReserve"" -> ""2728_onlyFuturesContract"";
""2728_setReserve"" -> ""2728_futuresContractAllowed"";
""2728_availableBalanceOf"" -> ""2728_getReserve"";
""2728_cancelOrder"" -> ""2728_onlyAdmin"";
""2728_getMakerTakerBalances"" -> ""2728_balanceOf"";
""2728_getMakerTakerBalances"" -> ""2728_getReserve"";
""2728_safeAdd"" -> ""2728_assert"";
""2728_adminWithdraw"" -> ""2728_onlyAdmin"";
""2728_batchOrderTrade"" -> ""2728_trade"";
""2728_subBalanceAddReserve"" -> ""2728_balanceOf"";
""2728_getReserve"" -> ""2728_decodeBalanceAndReserve"";
""2728_batchAdminWithdraw"" -> ""2728_onlyAdmin"";
""2728_withdraw"" -> ""2728_subBalance"";
""2728_batchOrderTrade"" -> ""2728_onlyAdmin"";
""2728_addBalanceSubReserve"" -> ""2728_updateBalanceAndReserve"";
""2728_addBalanceSubReserve"" -> ""2728_balanceOf"";
""2728_setReserve"" -> ""2728_onlyFuturesContract"";
""2728_adminWithdraw"" -> ""2728_availableBalanceOf"";
""2728_setBalance"" -> ""2728_onlyFuturesContract"";
""2728_subBalanceSubReserve"" -> ""2728_getReserve"";
""2728_allowFuturesContractForUser"" -> ""2728_onlyAdmin"";
""2728_subBalanceSubReserve"" -> ""2728_safeSub"";
""2728_subBalanceAddReserve"" -> ""2728_futuresContractAllowed"";
""2728_balanceOf"" -> ""2728_decodeBalanceAndReserve"";
""2728_withdraw"" -> ""2728_balanceOf"";
""2728_batchAdminWithdraw"" -> ""2728_adminWithdraw"";
""2728_availableBalanceOf"" -> ""2728_balanceOf"";
""2728_depositToken"" -> ""2728_balanceOf"";
""2728_subBalanceSubReserve"" -> ""2728_updateBalanceAndReserve"";
""2728_cancelOrder"" -> ""2728_subBalance"";
""2728_setInactivityReleasePeriod"" -> ""2728_onlyOwner"";
""2728_addBalanceSubReserve"" -> ""2728_futuresContractAllowed"";
""2728_deposit"" -> ""2728_addBalance"";
""2728_setReserve"" -> ""2728_availableBalanceOf"";
""2728_trade"" -> ""2728_safeMul"";
}
"
0xeb71e963645f1e76f233f70e1b0815e8f089bbc8.sol,SimplePHXExchange,contract SimplePHXExchange { uint public ScaleFactor = 10 ** 18; address[] public tknOfferors; mapping(address => uint256) public tknAddrNdx; mapping(address => uint256) public tknTokensOffered; mapping(address => uint256) public tknPricePerToken; address[] public ethOfferors; mapping(address => uint256) public ethAddrNdx; mapping(address => uint256) public ethEtherOffered; mapping(address => uint256) public ethPricePerToken; ERC20Token public phxCoin; function SimplePHXExchange() public { phxCoin = ERC20Token(0x14b759A158879B133710f4059d32565b4a66140C); tknOfferors.push(0x0); ethOfferors.push(0x0); },1,"subgraph cluster_657_SimplePHXExchange {
label=""SimplePHXExchange"";
""657_getTknOfferor"" [label=""getTknOfferor""];
""657_cancelTknOffer"" [label=""cancelTknOffer""];
""657_buyEth"" [label=""buyEth""];
""657_getNumEthOfferors"" [label=""getNumEthOfferors""];
""657__cancelTknOffer"" [label=""_cancelTknOffer""];
""657_getEthOfferPrice"" [label=""getEthOfferPrice""];
""657_SimplePHXExchange"" [label=""SimplePHXExchange""];
""657_cancelEthOffer"" [label=""cancelEthOffer""];
""657_updateTknPrice"" [label=""updateTknPrice""];
""657_getEthOfferor"" [label=""getEthOfferor""];
""657__cancelEthOffer"" [label=""_cancelEthOffer""];
""657_getTknOfferPrice"" [label=""getTknOfferPrice""];
""657_buyTkn"" [label=""buyTkn""];
""657_offerTkn"" [label=""offerTkn""];
""657_getEthOfferAmount"" [label=""getEthOfferAmount""];
""657_offerEth"" [label=""offerEth""];
""657_getNumTknOfferors"" [label=""getNumTknOfferors""];
""657_getTknOfferAmount"" [label=""getTknOfferAmount""];
""657_updateEthPrice"" [label=""updateEthPrice""];
""657__humanSender"" [label=""_humanSender""];
""657_offerEth"" -> ""657__humanSender"";
""657_cancelEthOffer"" -> ""657__cancelEthOffer"";
""657_buyEth"" -> ""657__humanSender"";
""657_offerTkn"" -> ""657__humanSender"";
""657_buyTkn"" -> ""657__humanSender"";
""657_cancelTknOffer"" -> ""657__cancelTknOffer"";
""657_buyEth"" -> ""657__cancelEthOffer"";
""657_buyTkn"" -> ""657__cancelTknOffer"";
}
"
0x8615ddfe9d4c9e58abff01c999731f3e9e556e80.sol,DAPBOXToken,"contract DAPBOXToken is FrozenToken { string public name = ; string public symbol = ; uint8 public decimals = 0; string public version = ; string public publisher = ""https: string public description = ; bool public acceptAdminWithdraw = false; bool public acceptDonate = true; event InfoChanged(address indexed sender, string version, string publisher, string description); event Withdraw(address indexed sender, address indexed wallet, uint256 amount); event WithdrawTokens(address indexed sender, address indexed wallet, address indexed token, uint256 amount); event Donate(address indexed sender, uint256 value); event PropsChanged(address indexed sender, string props, bool oldValue, bool newValue); function setupInfo(string _version, string _publisher, string _description) authLevel(Level.ADMIN) notEmpty(_version) notEmpty(_publisher) notEmpty(_description) public { version = _version; publisher = _publisher; description = _description; InfoChanged(msg.sender, _version, _publisher, _description); }",1,"subgraph cluster_2219_DAPBOXToken {
label=""DAPBOXToken"";
""2219_donate"" [label=""donate""];
""2219_setupInfo"" [label=""setupInfo""];
""2219_updAcceptDonate"" [label=""updAcceptDonate""];
""2219_balanceToken"" [label=""balanceToken""];
""2219_fallback"" [label=""fallback""];
""2219_updAcceptAdminWithdraw"" [label=""updAcceptAdminWithdraw""];
""2219_withdrawAmount"" [label=""withdrawAmount""];
""2219_withdraw"" [label=""withdraw""];
""2219_withdrawTokens"" [label=""withdrawTokens""];
""2219_withdrawTokens"" -> ""2219_greaterThanZero"";
""2219_donate"" -> ""2219_greaterThanZero"";
""2219_withdrawTokens"" -> ""2219_authLevel"";
""2219_withdraw"" -> ""2219_withdrawAmount"";
""2219_setupInfo"" -> ""2219_notEmpty"";
""2219_updAcceptAdminWithdraw"" -> ""2219_onlyOwner"";
""2219_balanceToken"" -> ""2219_validAddress"";
""2219_fallback"" -> ""2219_donate"";
""2219_withdrawAmount"" -> ""2219_greaterThanZero"";
""2219_withdrawAmount"" -> ""2219_authLevel"";
""2219_withdrawTokens"" -> ""2219_validAddress"";
""2219_updAcceptDonate"" -> ""2219_authLevel"";
""2219_setupInfo"" -> ""2219_authLevel"";
""2219_withdrawAmount"" -> ""2219_validBalanceThis"";
}
"
