file,contract,code,label
0x1ba20a713f82b2483aa393de0c5da67d146f4bd7.sol,EMJAC,"contract EMJAC is ERC20Interface, Owned, SafeMath { string public symbol; string public name; uint8 public decimals; uint public _totalSupply; mapping(address => uint) balances; mapping(address => mapping(address => uint)) allowed; function EMJAC() public { symbol = ; name = ; decimals = 4; _totalSupply = 2500000000000; balances[0xf7d58Ed54556B8b4522BeCC4EA161D4A3DC9f6EF] = _totalSupply; Transfer(address(0), 0xf7d58Ed54556B8b4522BeCC4EA161D4A3DC9f6EF, _totalSupply); }",1
0x471407f224b99bb3347de2609bc117dad367f889.sol,BurnableToken,"contract BurnableToken is BasicToken { event Burn(address indexed burner, uint256 value); function burn(uint256 _value) public { _burn(msg.sender, _value); }",1
0x1bf3ff664d0bd9eea47628af7296ce0c51795680.sol,WistiToken,"contract WistiToken { string public name; string public symbol; uint8 public decimals = 2; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Burn(address indexed from, uint256 value); function WistiToken( uint256 initialSupply, string tokenName, string tokenSymbol ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0x54053ea92b9366182dbbf3e4583c8a5496bb2903.sol,CCD_KOHLE_3_20190411,"contract CCD_KOHLE_3_20190411 { mapping (address => uint256) public balanceOf; string public name = ; string public symbol = ; uint8 public decimals = 18 ; uint256 public totalSupply = 19800000000000000000000000 ; event Transfer(address indexed from, address indexed to, uint256 value); function SimpleERC20Token() public { balanceOf[msg.sender] = totalSupply; emit Transfer(address(0), msg.sender, totalSupply); }",1
0x2e98a6804e4b6c832ed0ca876a943abd3400b224.sol,Bela,"contract Bela is MintableToken, HasNoEther { using SafeMath for uint; string public constant name = ; string public constant symbol = ; uint8 public constant decimals = 18; uint public ownerTimeLastMinted; uint public ownerMintRate; uint private globalMintRate; uint public totalBelaStaked; struct TokenStakeData { uint initialStakeBalance; uint initialStakeTime; uint initialStakePercentage; address stakeSplitAddress; }",1
0xf556eb074274b572a9e863c29840507affc9eba2.sol,TokenERC20,"contract TokenERC20 { string public name=; string public symbol=; uint8 public decimals = 18; uint256 public totalSupply=20000000; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Burn(address indexed from, uint256 value); function TokenERC20( uint256 initialSupply, string tokenName, string tokenSymbol ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0x532a68a4f2cf7f381dbe151bc64771396eca9398.sol,HUBTToken,"contract HUBTToken is ERC20Interface, Owned, SafeMath { string public symbol; string public name; uint8 public decimals; uint public _totalSupply; mapping(address => uint) balances; mapping(address => mapping(address => uint)) allowed; function HUBTToken() public { symbol = ; name = ; decimals = 18; _totalSupply = 25000000000000000000000000; balances[0x18f46174B90DB82300073c0319B86F7b1E3DDCb3] = _totalSupply; Transfer(address(0), 0x18f46174B90DB82300073c0319B86F7b1E3DDCb3, _totalSupply); }",1
0x466c44812835f57b736ef9f63582b8a6693a14d0.sol,SafeMath,"contract SafeMath { function safeAdd(uint x, uint y) pure internal returns(uint) { uint z = x + y; assert((z >= x) && (z >= y)); return z; }",1
0xf2861ad8dd602269c21eddd4d18255903cca47c7.sol,ZethrGame,"contract ZethrGame { using SafeMath for uint; using SafeMath for uint56; event Result (address player, uint amountWagered, int amountOffset); event Wager (address player, uint amount, bytes data); address[] pendingBetsQueue; uint queueHead = 0; uint queueTail = 0; mapping(address => BetBase) bets; struct BetBase { uint56 tokenValue; uint48 blockNumber; uint8 tier; }",1
0x51a1a60ae2310e34295a18b559cac9e4140303d7.sol,ItemList,None,1
0x17d0582dee50a5401bb8f65ac29ec2da50c670ea.sol,Slot,"contract Slot { uint constant BET_EXPIRATION_BLOCKS = 250; uint constant MIN_BET = 0.01 ether; uint constant MAX_BET = 300000 ether; uint constant JACKPOT_PERCENT = 10; uint constant MINIPOT_PERCENT = 10; uint[][] REELS = [ [1,2,1,3,1,4,5,3,5,6], [1,2,1,3,1,4,1,3,1,6], [4,5,3,5,4,2,4,3,5,6] ]; uint[] SYMBOL_MASK = [0, 1, 2, 4, 8, 16, 32]; uint[][] PAYTABLE = [ [0x010100, 2], [0x010120, 4], [0x010110, 4], [0x040402, 8], [0x040404, 8], [0x080802, 12], [0x080808, 12], [0x202002, 16], [0x020220, 16], [0x202020, 100], [0x020202, 9999] ]; address owner; address pendingOwner; uint acceptPrice; uint public pendingBetAmount; uint public jackpotPool; uint public minipotPool; uint public rollTimes; uint public minipotTimes; struct Roll { uint bet; uint8 lines; uint8 rollCount; uint blocknum; address next; }",1
0xa575aea29bcf52afa55113b3b1b9e3813143d10d.sol,TokenLingERC20,"contract TokenLingERC20 { string public name; string public symbol; uint8 public decimals = 2; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Burn(address indexed from, uint256 value); function TokenERC20 ( uint256 initialSupply, string tokenName, string tokenSymbol ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0x8993db1795b9a7b317b98ebfa4c971f225bf1248.sol,ENKToken,"contract ENKToken is IERC20, Ownable, Vestable, HasAddresses, VestingPeriods { using SafeMathLib for uint256; uint256 public constant totalTokenSupply = 1500000000 * 10**18; uint256 public burntTokens; string public constant name = ; string public constant symbol = ; uint8 public constant decimals = 18; mapping (address => uint256) public balances; mapping(address => mapping(address => uint256)) approved; function ENKToken() public { uint256 teamPoolAmount = 420 * 10**6 * 10**18; uint256 advisoryPoolAmount = 19 * 10**5 * 10**18; uint256 companyReserveAmount = 135 * 10**6 * 10**18; uint256 freePoolAmmount = totalTokenSupply - teamPoolAmount - advisoryPoolAmount; balances[teamAddress] = teamPoolAmount; balances[freePoolAddress] = freePoolAmmount; balances[advisoryPoolAddress] = advisoryPoolAmount; balances[companyReserveAddress] = companyReserveAmount; emit Transfer(address(this), teamAddress, teamPoolAmount); emit Transfer(address(this), freePoolAddress, freePoolAmmount); emit Transfer(address(this), advisoryPoolAddress, advisoryPoolAmount); emit Transfer(address(this), companyReserveAddress, companyReserveAmount); addVestingAddress(teamAddress, teamVestingTime); addVestingAddress(advisoryPoolAddress, advisoryPoolVestingTime); addVestingAddress(companyReserveAddress, companyReserveAmountVestingTime); }",1
0xf45c4e30e9a4d8107d7dbd0556065baedf03838d.sol,StandardToken,"contract StandardToken is Token { uint256 constant MAX_UINT256 = 2**256 - 1; function transfer(address _to, uint256 _value) public returns (bool success) { require(balances[msg.sender] >= _value); balances[msg.sender] -= _value; balances[_to] += _value; emit Transfer(msg.sender, _to, _value); return true; }",1
0x6eab644deba95ca78e4ca636c366f19b75290d65.sol,PFG,"contract PFG { uint256 public totalSupply; bool public mintable; string public name; uint256 public decimals; string public symbol; address public owner; mapping (address => uint256) balances; mapping (address => mapping (address => uint256)) allowed; function PFG(uint256 _totalSupply, string _symbol, string _name, bool _mintable) public { decimals = 18; symbol = _symbol; name = _name; mintable = _mintable; owner = msg.sender; totalSupply = _totalSupply * (10 ** decimals); balances[msg.sender] = totalSupply; }",1
0x78a06472d78bfef33270654319b6373d51cf0575.sol,EasyMineToken,"contract EasyMineToken is StandardToken { string public constant name = ; string public constant symbol = ; uint8 public constant decimals = 18; function EasyMineToken(address _icoAddress, address _preIcoAddress, address _easyMineWalletAddress, address _bountyWalletAddress) { require(_icoAddress != 0x0); require(_preIcoAddress != 0x0); require(_easyMineWalletAddress != 0x0); require(_bountyWalletAddress != 0x0); totalSupply = 33000000 * 10**18; uint256 icoTokens = 27000000 * 10**18; uint256 preIcoTokens = 2000000 * 10**18; uint256 easyMineTokens = 3000000 * 10**18; uint256 bountyTokens = 1000000 * 10**18; assert(icoTokens + preIcoTokens + easyMineTokens + bountyTokens == totalSupply); balances[_icoAddress] = icoTokens; Transfer(0, _icoAddress, icoTokens); balances[_preIcoAddress] = preIcoTokens; Transfer(0, _preIcoAddress, preIcoTokens); balances[_easyMineWalletAddress] = easyMineTokens; Transfer(0, _easyMineWalletAddress, easyMineTokens); balances[_bountyWalletAddress] = bountyTokens; Transfer(0, _bountyWalletAddress, bountyTokens); }",1
0x1f313e1015d362a50a16a479f857637bbb36a353.sol,LineOfTransfers,"contract LineOfTransfers { address[] public accounts; uint[] public values; uint public transferPointer = 0; address public owner; event Transfer(address to, uint amount); modifier hasBalance(uint index) { require(this.balance >= values[index]); _; }",1
0xc378bb8f3e155e5e561eb4caa337c4a35c34c2ba.sol,TokenERC20,"contract TokenERC20 { string public name; string public symbol; uint8 public decimals = 18; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Burn(address indexed from, uint256 value); function TokenERC20( uint256 initialSupply, string tokenName, string tokenSymbol ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0xbf008cb93c2b19c3ae0db4149bcfa465b2ea0888.sol,GameTable,contract GameTable { using SafeMath for uint; struct Player { address addr; uint amount; uint profit; },1
0x555d371d8364cbf4deaac794133ed7ec76d22413.sol,CompanyFundingAccount,contract CompanyFundingAccount { bytes32 keyHash; address owner; constructor() public { owner = msg.sender; },1
0xeea8cd2150b0438555b515f0bdd1ded0d84eab8c.sol,ERC20Standard,contract ERC20Standard { uint public totalSupply; string public name; uint8 public decimals; string public symbol; string public version; mapping (address => uint256) balances; mapping (address => mapping (address => uint)) allowed; modifier onlyPayloadSize(uint size) { assert(msg.data.length == size + 4); _; },1
0x0eeb66edff8ccfd85c2181eff81d8275a3b92b8b.sol,OROCoin,"contract OROCoin { string public name; string public symbol; uint8 public decimals = 18; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Approval(address indexed _owner, address indexed _spender, uint256 _value); event Burn(address indexed from, uint256 value); constructor( uint256 initialSupply, string memory tokenName, string memory tokenSymbol ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0x04247b9b59091b349eb60e429fe7dbc99fdad34b.sol,TokenERC20,"contract TokenERC20 { string public name; string public symbol; uint8 public decimals = 18; uint256 public totalSupply; uint256 initialSupply=130000000; string tokenName=; string tokenSymbol=; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Burn(address indexed from, uint256 value); function TokenERC20( ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0xbfb3b6972a814e2f6ed6d6fb9f9e47cd0b13720a.sol,SafeDivs,"contract SafeDivs { using SafeMath for *; address public devAddr_ = address(0xe6CE2a354a0BF26B5b383015B7E61701F6adb39C); address public affiAddr_ = address(0x08F521636a2B117B554d04dc9E54fa4061161859); address public partnerAddr_ = address(0x08962cDCe053e2cE92daE22F3dE7538F40dAEFC2); bool public activated_ = false; modifier isActivated() { require(activated_ == true, ); _; }",1
0xe9c7bf5da52566cc9e5a3157c3d29bcc809d072b.sol,multifund,contract multifund { bytes32 keyHash; address owner; bytes32 wallet_id = 0xf2e827c8c4e02b6daf1a4e28dc506f3c4522386a5efe225e8b0ff24ffe7dc049; constructor() public { owner = msg.sender; },1
0x2676d51e7a2e532f8e944e6ea5ca1cd07048ab08.sol,AHS,contract AHS { modifier onlyBagholders { require(myTokens() > 0); _; },1
0x1ba4780b57d6efe3a1170edfa66091e7c769db7d.sol,Clen,"contract Clen is EIP20Interface { uint256 constant private MAX_UINT256 = 2**256 - 1; mapping (address => uint256) public balances; mapping (address => mapping (address => uint256)) public allowed; string public name; uint8 public decimals; string public symbol; function Clen( uint256 _initialAmount, string _tokenName, uint8 _decimalUnits, string _tokenSymbol ) public { balances[msg.sender] = _initialAmount; totalSupply = _initialAmount; name = _tokenName; decimals = _decimalUnits; symbol = _tokenSymbol; }",1
0xec9a75a532311b6102d91d439e1db055dc9414d9.sol,PD88,contract PD88 is Owned { modifier isHuman() { address _addr = msg.sender; require (_addr == tx.origin); uint256 _codeLength; assembly {_codeLength := extcodesize(_addr)},1
0xf50d193eb6761fb3189be46b9165d4aec20e05f0.sol,FLEBToken,contract FLEBToken{ address public owner; string public name = ; string public symbol = ; uint8 public decimals = 8; uint256 public totalSupply = 0; mapping(address => uint256) balances; mapping(address => mapping(address => uint256)) internal allowed; constructor() public{ owner = msg.sender; },1
0x28b3381c0bf4658a2fa66fbcf6f31dcda1a7b596.sol,SHERE_PFI_I_883,"contract SHERE_PFI_I_883 { mapping (address => uint256) public balanceOf; string public name = ; string public symbol = ; uint8 public decimals = 18 ; uint256 public totalSupply = 760409854824080000000000000 ; event Transfer(address indexed from, address indexed to, uint256 value); function SimpleERC20Token() public { balanceOf[msg.sender] = totalSupply; emit Transfer(address(0), msg.sender, totalSupply); }",1
0xd0a024e4b057024f941051dc19220a3bab4b5d45.sol,RelexLife,"contract RelexLife { string public name; string public symbol; uint8 public decimals = 18; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Burn(address indexed from, uint256 value); constructor ( ) public { totalSupply = 1000000000 * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = ; symbol = ; }",1
0xe3d474f3686a831bf380498d1dbd57fdf972ca30.sol,MaticNetwork,"contract MaticNetwork is ERC20Interface, Owned, SafeMath { string public symbol; string public name; uint8 public decimals; uint public _totalSupply; uint public startDate; uint public bonusEnds; uint public endDate; mapping(address => uint) balances; mapping(address => mapping(address => uint)) allowed; function MaticNetwork() public { symbol = ; name = ; decimals = 18; bonusEnds = now + 1 weeks; endDate = now + 7 weeks; _totalSupply = 10000000000000000000000000000; balances[0xdC954B7BC91F60504ccC6fAb9dCD6C8259575f51] = _totalSupply; }",1
0x5b60ad56ec892e83ee61c61022c341b9b0ef7168.sol,Firechain,"contract Firechain { string public name; string public symbol; uint8 public decimals = 18; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Burn(address indexed from, uint256 value); function Firechain( uint256 initialSupply, string tokenName, string tokenSymbol ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0x3a8a6d2bc23fb68a245250ad34019a65cf057418.sol,TokenERC20,"contract TokenERC20 { string public name; string public symbol; uint8 public decimals = 18; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Approval(address indexed _owner, address indexed _spender, uint256 _value); event Burn(address indexed from, uint256 value); function TokenERC20( uint256 initialSupply, string tokenName, string tokenSymbol ) public { totalSupply = initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = tokenName; symbol = tokenSymbol; }",1
0x554ffc77f4251a9fb3c0e3590a6a205f8d4e067d.sol,ZmineToken,"contract ZmineToken is StandardToken, Ownable { string public name = ; string public symbol = ; uint public decimals = 18; uint256 public totalSupply = 1000000000 ether; function ZmineToken() public { balances[owner] = totalSupply; }",1
0xf272fb519aed5e92a06a90426336f378423718e5.sol,TokenERC20,"contract TokenERC20 { uint256 public totalSupply; string public name; string public symbol; uint8 public decimals = 18; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Approval(address indexed owner, address indexed spender, uint256 value); event Burn(address indexed from, uint256 value); function TokenERC20(uint256 _initialSupply, string _tokenName, string _tokenSymbol) public { totalSupply = _initialSupply * 10 ** uint256(decimals); balanceOf[msg.sender] = totalSupply; name = _tokenName; symbol = _tokenSymbol; }",1
0x77de6b2729baff72c220115fe03017c57b57baf5.sol,Dancoin,"contract Dancoin is ERC20Interface, Owned, SafeMath { string public symbol; string public name; uint8 public decimals; uint public _totalSupply; mapping(address => uint) balances; mapping(address => mapping(address => uint)) allowed; function Dancoin() public { symbol = ; name = ; decimals = 18; _totalSupply = 100000000000000000000000000; balances[0xDbDF3C3Fa2ec570CbE84Fd1a181Ebc49Efca40b7] = _totalSupply; Transfer(address(0), 0xDbDF3C3Fa2ec570CbE84Fd1a181Ebc49Efca40b7, _totalSupply); }",1
0x01b90ee8249afdf628f738af4a2a8ffd7b8434ed.sol,DMC,"contract DMC { string public name; string public symbol; uint8 public decimals = 9; uint256 public totalSupply; mapping (address => uint256) public balanceOf; mapping (address => mapping (address => uint256)) public allowance; event Transfer(address indexed from, address indexed to, uint256 value); event Approval(address indexed _owner, address indexed _spender, uint256 _value); event Burn(address indexed from, uint256 value); function TokenERC20( uint256 initialSupply, string tokenName, string tokenSymbol ) public { totalSupply = 1000000000000000000; balanceOf[msg.sender] = totalSupply; name = ; symbol = ; }",1
0x01e53a2e7122a63845b1c329d4fce8124dda5b06.sol,Loan,contract Loan is Base { struct Creditor { uint Time; uint Invested; },1
0xd2d0f85b690604c245f61513bf4679b24ed64c35.sol,BFDToken,"contract BFDToken is EIP20Interface, SafeMath { uint256 constant private MAX_UINT256 = 2**256 - 1; mapping (address => uint256) public balances; mapping (address => mapping (address => uint256)) public allowed; string constant public name = ; uint8 constant public decimals = 18; string constant public symbol = ; mapping (address => uint256) public addressType; mapping (address => uint256[3]) public releaseForSeed; mapping (address => uint256[5]) public releaseForTeamAndAdvisor; event AllocateToken(address indexed _to, uint256 _value, uint256 _type); address public owner; uint256 public finaliseTime; function BFDToken() public { totalSupply = 20*10**26; balances[msg.sender] = totalSupply; owner = msg.sender; }",1
0xf0d1a6dfcce7fb23fee76d8ed89e780c5a2c1885.sol,CryptoSportZ,"contract CryptoSportZ is ERC721, Functional, Owned { uint256 public feeGame; enum Status { NOTFOUND, PLAYING, PROCESSING, PAYING, CANCELING }",1
